iter	RMSE	PrecisionAt:top=10	RecallAt:top=10	MAP:top=10
79	0.1878173254	0.07573370018	0.6465239375	0.1359184231
80	0.1877791556	0.07573370018	0.6462897195	0.136400702
81	0.1877351321	0.07563365016	0.6459603881	0.1368770247
82	0.1876951248	0.07563365016	0.6461549298	0.1379042219
83	0.1876692933	0.07558362515	0.6463404393	0.137882163
84	0.1876294954	0.07558362515	0.6460315241	0.1379149051
85	0.187598933	0.07593380023	0.6468040334	0.1379328611
86	0.1875600777	0.07608387527	0.6485839908	0.1385114015
87	0.1875253168	0.07593380023	0.6485180974	0.1385304454
88	0.1874825174	0.07613390028	0.6485119435	0.1387965211
89	0.187450051	0.07663415041	0.6497521205	0.1396625662
90	0.1874317442	0.07693430048	0.6506268634	0.1402584716
91	0.1873940955	0.07688427547	0.6508769885	0.1402597771
92	0.1873606662	0.07638402535	0.6492773325	0.1404564244
93	0.1873225898	0.07733450058	0.6520720992	0.1412067235
94	0.187295236	0.0773845256	0.6524594265	0.1419712874
95	0.1872524699	0.0773845256	0.6521971191	0.1422262823
96	0.1872140219	0.07748457562	0.6522628446	0.1425098009
97	0.1871758059	0.07743455061	0.6528926925	0.142715324
98	0.1871404496	0.07758462565	0.6531725944	0.1427417581
99	0.1870991081	0.07768467567	0.6533810319	0.1427965899
100	0.1870731022	0.07783475071	0.653731207	0.1429993529
101	0.1870439384	0.0777847257	0.6534977569	0.1430735141
102	0.1870073886	0.07768467567	0.6534183341	0.1428342176
103	0.1869856733	0.07763465066	0.6532297783	0.1430134824
104	0.186961671	0.0777847257	0.6539106743	0.1433851399
105	0.1869235005	0.0777847257	0.6534998071	0.1434724945
106	0.186894335	0.07793480073	0.6542347145	0.1435001243
107	0.1868574173	0.07813490078	0.654935415	0.1441291095
108	0.1868127985	0.07828497582	0.655089904	0.1442528928
109	0.1867739201	0.07838502585	0.6547646422	0.1442408204
110	0.1867485285	0.07888527597	0.65614033	0.1446737693
111	0.1867333551	0.07878522595	0.6558276737	0.1446348581
112	0.186692878	0.07893530098	0.6560279903	0.1446853259
113	0.1866535113	0.07893530098	0.656125956	0.1450330177
114	0.1866197189	0.07908537602	0.6568423856	0.1450498752
115	0.1865865397	0.07928547607	0.6574766313	0.1452649563
116	0.1865564168	0.07948557612	0.657998835	0.1452310521
117	0.1865418782	0.07968567617	0.6586886641	0.1451127966
118	0.1865080044	0.07968567617	0.6585092599	0.1453477781
119	0.1864877257	0.07993580123	0.6589096766	0.1457988001
120	0.1864502634	0.0801859263	0.6598083222	0.1465633273
121	0.1864219335	0.08038602635	0.6603714013	0.1466821521
122	0.1863998903	0.08033600133	0.660332493	0.1464954472
123	0.1863680504	0.08053610138	0.6604103097	0.1466340995
124	0.186336229	0.08053610138	0.6605270347	0.1467479757
125	0.1863057447	0.08063615141	0.6607521473	0.1468704292
126	0.1862716979	0.08078622645	0.6612148786	0.1466505011
127	0.1862481431	0.08083625146	0.6618818788	0.1466170733
128	0.1862206071	0.08068617642	0.6607854973	0.1470481617
129	0.1861826048	0.08083625146	0.6617989494	0.1473114695
130	0.1861554676	0.08113640153	0.6624168866	0.1482828549
131	0.1861321146	0.08118642655	0.6623692437	0.1483631592
132	0.1861092802	0.08133650158	0.6626551009	0.1482867288
133	0.1860756545	0.08128647657	0.6628584077	0.1489795647
134	0.1860581339	0.08133650158	0.6626082826	0.1486731681
135	0.1860314457	0.08148657662	0.6636172883	0.1489149915
136	0.185988923	0.08148657662	0.6635422508	0.1493817478
137	0.1859696216	0.08183675171	0.6644304114	0.1495389887
138	0.1859397976	0.08173670168	0.6639402673	0.149826865
139	0.1859050394	0.08168667667	0.6633149546	0.1497462046
140	0.185876377	0.08188677672	0.6645774907	0.1506111114
141	0.1858441929	0.08198682675	0.664806772	0.1506117561
142	0.1858191919	0.08188677672	0.6644732719	0.1503979653
143	0.1857957985	0.08168667667	0.6638479592	0.1507874044
144	0.1857673477	0.08208687677	0.6649345831	0.1510814667
145	0.1857363042	0.08203685176	0.665372302	0.1512265468
146	0.185717382	0.0821869268	0.6658475396	0.1512403108
147	0.1857008836	0.08223695181	0.6656474396	0.151403049
148	0.1856721337	0.08233700183	0.6659642646	0.1516530532
149	0.1856495315	0.08238702685	0.6660056018	0.1519977019
150	0.1856222219	0.08253710188	0.666341087	0.152281985
151	0.1855914212	0.08248707687	0.6662458013	0.1519419897
152	0.1855568244	0.08253710188	0.6661151804	0.1523081233
153	0.1855178975	0.08253710188	0.6660854036	0.1522974037
154	0.1854825458	0.08248707687	0.6660020286	0.152188077
155	0.1854644736	0.08268717692	0.6663164716	0.1523403355
156	0.18543755	0.08263715191	0.6662330965	0.1523019565
157	0.1854006183	0.08288727697	0.6667891021	0.1532147846
158	0.1853816206	0.08283725196	0.6665425502	0.1530010692
159	0.1853569843	0.08283725196	0.6663281573	0.153101942
160	0.1853331801	0.08288727697	0.6659460218	0.153173804
161	0.1853033184	0.08313740203	0.6665594238	0.1534102497
162	0.1852842428	0.08313740203	0.6669346114	0.1532087932
163	0.1852610063	0.08308737702	0.666779772	0.1531733389
164	0.1852361876	0.082987327	0.6664462719	0.1532780686
165	0.185204693	0.08303735201	0.6666922283	0.1539228168
166	0.1851853385	0.08328747707	0.667667716	0.1540522863
167	0.185171328	0.08328747707	0.6676607681	0.1541640408
168	0.1851469098	0.08343755211	0.6677829783	0.1544877481
169	0.1851111823	0.08328747707	0.6668872924	0.1552002149
170	0.1850885531	0.08348757712	0.6681712677	0.1551235496
171	0.1850648918	0.08333750208	0.6675260733	0.1555805726
172	0.1850419171	0.08333750208	0.6675260733	0.1556120169
173	0.1850069833	0.0833875271	0.6673072139	0.1558465979
174	0.1849726957	0.08383775221	0.6683971699	0.1561837607
175	0.1849499668	0.0837877272	0.6683137949	0.1560571927
176	0.1849326911	0.08368767717	0.6673466446	0.1558997236
177	0.1848992992	0.0841879273	0.6693137824	0.1571381645
178	0.1848743394	0.08438802735	0.6696361658	0.1573273795
179	0.1848422555	0.08448807737	0.6694247506	0.1575710326
180	0.1848116522	0.08443805236	0.6694410711	0.1575634318
181	0.1847916494	0.08438802735	0.6694311761	0.1573130288
182	0.1847683704	0.08433800233	0.6692964857	0.1576751449
183	0.1847484245	0.08448807737	0.6700567865	0.1578699447
184	0.1847241987	0.08443805236	0.6702652241	0.1576923426
185	0.1847022099	0.08443805236	0.6700831155	0.157824873
186	0.1846811327	0.0845881274	0.6705841596	0.1581564998
187	0.1846513571	0.08453810238	0.6700839095	0.158118187
188	0.1846320165	0.08473820243	0.6703795118	0.1583204773
189	0.184609949	0.08478822745	0.6705879494	0.1587013666
190	0.1845823917	0.08508837752	0.6713004268	0.1590356442
191	0.1845625815	0.08523845256	0.6721726578	0.1594135032
192	0.184548633	0.08518842755	0.6716724077	0.1593276468
193	0.1845227992	0.08518842755	0.6715362285	0.1595590451
194	0.1844994366	0.08528847757	0.6716696285	0.1596473134
195	0.1844764061	0.08528847757	0.6713885537	0.1597880423
196	0.1844541027	0.08528847757	0.6713885537	0.1597880423
197	0.1844374045	0.08533850258	0.6718461543	0.1598088503
198	0.1844123953	0.08548857762	0.6724609458	0.1600622934
199	0.1843872831	0.08548857762	0.6720383319	0.1604864654
200	0.184357416	0.08553860263	0.6725556846	0.1603076765
201	0.1843279116	0.08573870268	0.6733400053	0.1605281713
202	0.1843039134	0.08568867767	0.6733816928	0.1608623827
203	0.184274158	0.08598882775	0.674048693	0.1608459845
204	0.1842508664	0.08598882775	0.673874201	0.1610840117
205	0.184229382	0.08593880273	0.6736240759	0.1611461771
206	0.1841971762	0.08598882775	0.6736324134	0.1611866388
207	0.1841702062	0.08613890278	0.673783878	0.1612216299
208	0.1841467395	0.08643905286	0.6749515073	0.1619756071
209	0.184125233	0.08663915291	0.6759400968	0.1624535804
210	0.1840973083	0.08673920293	0.6762527532	0.162499356
211	0.1840680947	0.08668917792	0.6762646639	0.1629077121
212	0.1840408806	0.0865891279	0.6756500889	0.1629963697
213	0.1840183305	0.08678922795	0.6760350036	0.1628989477
214	0.1839933751	0.08673920293	0.6758474098	0.1632019958
215	0.1839699506	0.08678922795	0.6759307848	0.1634395323
216	0.1839487538	0.08678922795	0.6759307848	0.1635123203
217	0.1839293109	0.08673920293	0.6758474098	0.1635308977
218	0.1838924123	0.08673920293	0.6754452246	0.1637667743
219	0.1838672429	0.08673920293	0.675650883	0.1641605468
220	0.1838331861	0.08703935301	0.6761614557	0.1647177061
221	0.1838136606	0.08703935301	0.6761614557	0.1651059624
222	0.1837936891	0.08703935301	0.6761614557	0.1651059624
223	0.1837688763	0.08713940303	0.6760721253	0.1649800787
224	0.1837394913	0.08718942805	0.6760804628	0.165054982
225	0.1837141782	0.08743955311	0.676797488	0.1654796345
226	0.1836949848	0.0873895281	0.6767471127	0.1651916731
227	0.1836705275	0.08768967817	0.6773861227	0.1655466077
228	0.183649492	0.08773970318	0.6776362477	0.1658025487
229	0.1836210775	0.08793980323	0.6781082911	0.1660993486
230	0.1835991703	0.0877897282	0.6773579159	0.1661416421
231	0.1835822517	0.08768967817	0.6772739454	0.1662848088
232	0.1835651803	0.08773970318	0.6773203972	0.1659613116
233	0.1835464624	0.08758962815	0.6774232264	0.1658164435
234	0.1835191549	0.08783975321	0.6777289348	0.1659637238
235	0.1834854286	0.08813990328	0.6782131054	0.1664656164
236	0.1834570153	0.08803985326	0.6781690358	0.1666268241
237	0.1834363173	0.08823995331	0.6785366799	0.1666920533
238	0.1834171924	0.08839002835	0.6787116337	0.1669913751
239	0.1833910007	0.08854010339	0.6789141159	0.1671344361
240	0.1833663351	0.0885901284	0.6791642409	0.1671232201
241	0.1833432434	0.08854010339	0.6791559034	0.1671941782
242	0.1833241499	0.08834000334	0.6785693006	0.1671209162
243	0.1833064042	0.08823995331	0.6781524255	0.1671236711
244	0.1832915552	0.08823995331	0.6781524255	0.1671214213
245	0.1832741409	0.08823995331	0.6778379826	0.1669800279
246	0.1832514421	0.08844005336	0.6783888533	0.1675193551
247	0.1832363384	0.08844005336	0.6783888533	0.1677871907
248	0.1832144476	0.08839002835	0.6778171388	0.1680568456
249	0.1831938557	0.08839002835	0.6780047326	0.1682212432
250	0.1831687053	0.08839002835	0.6787543138	0.1681970705
251	0.1831451538	0.08823995331	0.678213865	0.1681255012
252	0.1831264728	0.08823995331	0.6781277108	0.1685844261
253	0.1831030049	0.0885901284	0.6792673499	0.1687676124
254	0.1830778152	0.08864015341	0.6793042731	0.1688838207
255	0.1830576257	0.08864015341	0.6793042731	0.168946352
256	0.1830415534	0.0885901284	0.679137523	0.1688585936
257	0.1830262292	0.0885901284	0.6789588623	0.1688681817
258	0.1830040647	0.08884025346	0.6792995088	0.1693206059
259	0.1829816796	0.08879022845	0.6790231621	0.1693594736
260	0.1829591326	0.08919042855	0.679971196	0.169109504
261	0.1829462268	0.08909037852	0.6795543209	0.1690157469
262	0.1829250931	0.08924045356	0.6800883	0.1693707458
263	0.1829012066	0.08949057862	0.6805810534	0.1696595444
264	0.1828867432	0.08934050359	0.6802142033	0.1697059882
265	0.1828656201	0.0889903285	0.6795887102	0.1695470799
266	0.1828377241	0.08924045356	0.679976025	0.1697497237
267	0.1828184752	0.08919042855	0.67989265	0.1697478875
268	0.1827933018	0.08944055361	0.6805062685	0.1705218648
269	0.1827716365	0.08929047857	0.6801429916	0.1704509216
270	0.1827423881	0.0893905286	0.6806640855	0.1707017679
271	0.1827201068	0.08944055361	0.6810976356	0.170846433
272	0.1827018299	0.08944055361	0.6812018544	0.1708966367
273	0.1826874975	0.08959062865	0.6816901938	0.1709749225
274	0.1826676351	0.08964065366	0.6816145608	0.1711412789
275	0.1826446349	0.08964065366	0.681818234	0.1711760367
276	0.1826297155	0.08964065366	0.681818234	0.1713368292
277	0.182606198	0.08964065366	0.681668159	0.1711972879
278	0.182589646	0.08964065366	0.681668159	0.1712317893
279	0.1825649458	0.08959062865	0.6816876132	0.1711199834
280	0.1825473166	0.08984075371	0.6818870184	0.1713311782
281	0.1825228136	0.0901909288	0.6833055848	0.1716954261
282	0.1825024178	0.0901909288	0.6832442447	0.1715216082
283	0.182486211	0.09044105386	0.6839243466	0.1719096301
284	0.1824694819	0.09044105386	0.6839243466	0.17192698
285	0.1824533106	0.09049107887	0.6839868779	0.1717818413
286	0.182433777	0.0905911289	0.6840174487	0.1720459076
287	0.1824131065	0.09054110389	0.6836920696	0.1726869296
288	0.182396507	0.09069117892	0.6841268108	0.1727565393
289	0.1823795667	0.09094130399	0.6847429919	0.1729814477
290	0.1823518329	0.09094130399	0.6847429919	0.1731228874
291	0.1823297328	0.09094130399	0.6841927167	0.1733482382
292	0.182313473	0.09094130399	0.6846503048	0.1733860042
293	0.1822945475	0.09094130399	0.6849750884	0.1736461321
294	0.1822771371	0.09124145406	0.6855106737	0.1741324549
295	0.182249763	0.090991329	0.684776378	0.1740039506
296	0.1822280981	0.09129147907	0.6854779192	0.1744208797
297	0.1822089043	0.09119142905	0.6850870311	0.1742926145
298	0.1821953753	0.09114140404	0.6846739458	0.1741122461
299	0.1821743873	0.09124145406	0.6847749578	0.1743610298
300	0.1821488997	0.09114140404	0.6844793555	0.1743837348
301	0.1821326133	0.09124145406	0.6848249953	0.1747263903
302	0.182114643	0.09124145406	0.6844337158	0.1748410353
303	0.1820863546	0.09104135401	0.6840656871	0.1745223276
304	0.1820577	0.09109137902	0.6841371514	0.17484396
305	0.1820456034	0.09119142905	0.6844873265	0.1747848233
306	0.1820286999	0.0913915291	0.6849093449	0.1747266196
307	0.1820086952	0.09134150409	0.6847262863	0.1747460374
308	0.1819923195	0.0913915291	0.6848930364	0.1750838617
309	0.1819772648	0.0913915291	0.6850716971	0.1752006783
310	0.1819594563	0.0913915291	0.6852217722	0.1751241491
311	0.1819456262	0.09154160414	0.6855708228	0.1753322409
312	0.1819185477	0.09164165416	0.6857750916	0.175379746
313	0.1819000832	0.09169167917	0.685963696	0.1753171865
314	0.1818880115	0.0917917292	0.6860233995	0.1754985172
315	0.1818763691	0.09184175421	0.6861603728	0.1756758529
316	0.181847781	0.0917917292	0.686288642	0.1756541386
317	0.1818331627	0.09184175421	0.6862767313	0.1759120552
318	0.1818109523	0.0917917292	0.6859932562	0.1760163529
319	0.1817931703	0.09189177922	0.6860027723	0.1757676534
320	0.1817767706	0.09204185426	0.6864077367	0.1759842332
321	0.1817461503	0.09199182925	0.6863076867	0.1760131366
322	0.1817276722	0.09224195431	0.6868801952	0.1762957597
323	0.1817045931	0.0921919293	0.6868635202	0.1763691732
324	0.1816862786	0.09229197932	0.68723416	0.1767101417
325	0.1816671685	0.09229197932	0.6871403631	0.1769610972
326	0.181656131	0.09229197932	0.6869319256	0.1769744246
327	0.1816372314	0.09224195431	0.6868604613	0.1769501234
328	0.1816220704	0.09224195431	0.6872199484	0.1767476412
329	0.1816001098	0.09214190429	0.686898359	0.1765237627
330	0.1815861539	0.09224195431	0.6870393025	0.1769435295
331	0.1815677622	0.0921919293	0.6868565016	0.1771042758
332	0.1815519374	0.09229197932	0.6869523829	0.1775773378
333	0.1815368791	0.09234200434	0.6873978437	0.1776849467
334	0.181523311	0.09224195431	0.6870818127	0.1777465005
335	0.1815077547	0.09224195431	0.6870818127	0.1777099715
336	0.1814938313	0.09224195431	0.6870404755	0.1778293665
337	0.1814763752	0.09234200434	0.6872068466	0.1780470746
338	0.1814531726	0.09249207937	0.6881239718	0.1778308593
339	0.181434164	0.09244205436	0.6883740969	0.1778151967
340	0.1814161047	0.09254210439	0.688957722	0.1778471919
341	0.1814047594	0.0925921294	0.688974397	0.1778727527
342	0.1813903711	0.0925921294	0.688974397	0.1778742746
343	0.1813622138	0.0925921294	0.6898216766	0.1786263603
344	0.1813426258	0.09269217942	0.6901679281	0.178612524
345	0.1813184528	0.09274220444	0.6902304594	0.1786214736
346	0.1813000702	0.09294230449	0.6904972595	0.1787912807
347	0.1812826759	0.0929923295	0.6906640095	0.1787285576
348	0.1812728971	0.09294230449	0.6904527928	0.1789475956
349	0.181256759	0.09304235451	0.6907862929	0.1792655863
350	0.1812328498	0.09319242955	0.6911065658	0.1789615024
351	0.1812163886	0.09329247957	0.6913861173	0.1790401528
352	0.1811928027	0.09329247957	0.6908072565	0.1789678519
353	0.1811802059	0.09334250459	0.6910994194	0.1790931758
354	0.1811630724	0.09329247957	0.6908159443	0.1789538006
355	0.1811447064	0.09324245456	0.6903907317	0.1792994248
356	0.1811265398	0.0933925296	0.690936733	0.179390983
357	0.1811103156	0.09364265466	0.6915161894	0.1796426349
358	0.1810910254	0.09354260464	0.6911743518	0.1794212544
359	0.1810800942	0.09374270469	0.6916126662	0.1799579615
360	0.1810640299	0.09374270469	0.6917293912	0.1799993673
361	0.1810479669	0.09374270469	0.6919890449	0.1801944811
362	0.1810437384	0.09374270469	0.6919979779	0.1802605277
363	0.181025556	0.09384275471	0.6915407317	0.1805269622
364	0.181003032	0.09384275471	0.6915407317	0.1804173127
365	0.1809803211	0.09374270469	0.6913674308	0.1802337123
366	0.1809617659	0.09354260464	0.6908616223	0.180323443
367	0.1809503801	0.09359262965	0.6911478766	0.1804873345
368	0.1809335545	0.09369267967	0.6911943284	0.1806183959
369	0.1809233539	0.09364265466	0.691039489	0.1805361854
370	0.1808989698	0.09389277972	0.6917120475	0.1809899771
371	0.1808912858	0.09384275471	0.6916620225	0.1811178668
372	0.1808759858	0.09389277972	0.6917668368	0.1814587426
373	0.1808595069	0.09389277972	0.6915881761	0.1817216717
374	0.1808414074	0.09389277972	0.6918452491	0.1817712951
375	0.1808274997	0.09389277972	0.6921287241	0.181759674
376	0.1808111677	0.0937927297	0.6915974756	0.1817652037
377	0.180796793	0.09384275471	0.6914519483	0.1819101714
378	0.1807855562	0.09384275471	0.6913153415	0.1822259043
379	0.1807737573	0.09404285476	0.6917610189	0.1822372025
380	0.1807520119	0.09404285476	0.6917610189	0.1822464701
381	0.1807292303	0.09399282975	0.6920334505	0.1826335456
382	0.1807109336	0.09409287977	0.6924759336	0.1828638968
383	0.1806901091	0.0941929298	0.6926260086	0.1825983473
384	0.1806714219	0.0941929298	0.6926260086	0.1826562135
385	0.1806578005	0.09414290479	0.6923588583	0.1827278995
386	0.1806437033	0.09404285476	0.6919630721	0.182723657
387	0.1806297605	0.09424295481	0.6922570378	0.1829513833
388	0.1806126847	0.09424295481	0.6921977008	0.1830217706
389	0.1805970734	0.09424295481	0.6926034592	0.1831226147
390	0.1805868572	0.09429297982	0.6927863012	0.1832585552
391	0.1805679317	0.09434300484	0.6929530512	0.1833375321
392	0.1805464385	0.09434300484	0.6931753846	0.1834043427
393	0.1805303094	0.09444305486	0.6930422012	0.183489023
394	0.1805169383	0.09454310489	0.6931970405	0.1835331621
395	0.1804987741	0.09464315491	0.6941975407	0.1833359504
396	0.1804844427	0.0945931299	0.6938918323	0.1837544798
397	0.180467565	0.09449307987	0.6928617718	0.1836216275
398	0.1804531902	0.0945931299	0.6929333615	0.1836328567
399	0.1804390237	0.09464315491	0.6931581196	0.1837755301
400	0.1804270606	0.09469317992	0.6934415947	0.1838147919
401	0.1804102208	0.09489327997	0.6943884967	0.184188242
402	0.1803942967	0.09494330499	0.6944385218	0.1842267911
403	0.1803793622	0.09484325496	0.6934177733	0.1841608488
404	0.1803637236	0.09494330499	0.6940966842	0.1844572411
405	0.1803561658	0.09494330499	0.6940966842	0.1845323294
406	0.1803388874	0.09489327997	0.6941078008	0.1847237115
407	0.1803304777	0.09494330499	0.6942328634	0.1847638941
408	0.1803193753	0.09499333	0.6942206023	0.185076143
409	0.1803061021	0.09509338002	0.6945957899	0.1851455709
410	0.1802895099	0.09524345506	0.69506269	0.1849930839
411	0.1802711151	0.09519343005	0.6948389671	0.1850378517
412	0.1802538211	0.09514340504	0.6947675028	0.1849442764
413	0.1802410533	0.09524345506	0.6950506114	0.1852137299
414	0.1802254616	0.09529348007	0.6951339864	0.185414045
415	0.180206694	0.09549358012	0.6952467592	0.1853639572
416	0.1801909818	0.09549358012	0.6952467592	0.1853639572
417	0.180174153	0.0953935301	0.6953840828	0.1850698915
418	0.1801595539	0.09534350509	0.6954045762	0.1847062374
419	0.1801377983	0.0953935301	0.6955115742	0.1849544386
420	0.1801289858	0.0953935301	0.6955115742	0.1851608998
421	0.1801113922	0.09524345506	0.6951319726	0.1850905003
422	0.1800929596	0.09534350509	0.6952614491	0.1852569217
423	0.1800767226	0.09534350509	0.6954115241	0.1853159649
424	0.1800625888	0.09524345506	0.6952149973	0.1851931554
425	0.1800505735	0.09524345506	0.6951852205	0.1852784759
426	0.1800346847	0.09529348007	0.6953311268	0.1851489579
427	0.1800223395	0.09524345506	0.6949886937	0.185187329
428	0.1800017045	0.09549358012	0.6955473063	0.1860289111
429	0.17998872	0.09549358012	0.6955931626	0.1860769361
430	0.1799797618	0.09549358012	0.6955931626	0.1860739584
431	0.1799589566	0.09559363015	0.6956312769	0.1860905862
432	0.1799436241	0.09559363015	0.6957682501	0.1862476592
433	0.1799303513	0.09564365516	0.6963518753	0.1863149415
434	0.179919078	0.09564365516	0.6964888485	0.1867095519
435	0.1798991001	0.09569368017	0.6965444319	0.1867144088
436	0.179885634	0.09589378022	0.6970168903	0.186942188
437	0.1798699473	0.09594380524	0.6968104379	0.1869462878
438	0.1798621842	0.09599383025	0.697310688	0.1869823772
439	0.1798395142	0.09604385526	0.6975608131	0.1870482832
440	0.179826619	0.09594380524	0.6972392237	0.1872021394
441	0.1798129275	0.09614390529	0.6976789277	0.1874472605
442	0.1797977083	0.09609388027	0.6974288026	0.1873013542
443	0.1797847201	0.09604385526	0.69748518	0.1879082045
444	0.1797747856	0.09614390529	0.6977353051	0.1880004729
445	0.1797594779	0.09589378022	0.6971333701	0.1875056024
446	0.179738433	0.09604385526	0.6971368441	0.1879461009
447	0.1797191043	0.09609388027	0.6972827504	0.1876717744
448	0.1797031465	0.09629398032	0.6981165006	0.1876151704
449	0.1796927671	0.09624395531	0.6974661754	0.1873441957
450	0.1796796318	0.09644405536	0.6987480664	0.1875746085
451	0.179665503	0.09644405536	0.6987480664	0.187424335
452	0.1796512244	0.09639403035	0.6985813163	0.18764105
453	0.1796401883	0.09639403035	0.6985813163	0.1876520253
454	0.1796258086	0.09629398032	0.6984875194	0.1877098481
455	0.1796046325	0.09634400534	0.6986661802	0.18763361
456	0.179590442	0.09634400534	0.6986661802	0.18763361
457	0.1795734169	0.0965941304	0.699208363	0.1880578726
458	0.179557888	0.09654410539	0.699124988	0.1880670704
459	0.1795516071	0.09654410539	0.699124988	0.187869551
460	0.1795375973	0.09654410539	0.6990634188	0.187607925
461	0.1795296117	0.09654410539	0.6990634188	0.1876841933
462	0.1795154631	0.09664415541	0.6993635688	0.1883043396
463	0.1794997707	0.0965941304	0.6990689771	0.1883366839
464	0.1794862732	0.09654410539	0.6987243603	0.1881230803
465	0.1794679477	0.09654410539	0.6982695875	0.188179944
466	0.1794536007	0.09654410539	0.6981584208	0.1884348119
467	0.1794451918	0.09664415541	0.6980909267	0.188286841
468	0.179439087	0.0965941304	0.6980353434	0.1882567968
