iter	Passed	Remaining
1513	66992	21504
1514	67028	21457
1515	67073	21413
1516	67111	21367
1517	67148	21321
1518	67185	21274
1519	67221	21227
1520	67260	21182
1521	67296	21135
1522	67334	21089
1523	67370	21042
1524	67407	20995
1525	67446	20950
1526	67494	20907
1527	67531	20860
1528	67567	20813
1529	67603	20767
1530	67644	20721
1531	67680	20675
1532	67715	20628
1533	67749	20581
1534	67787	20535
1535	67828	20489
1536	67867	20444
1537	67903	20397
1538	67941	20351
1539	67975	20304
1540	68032	20264
1541	68081	20221
1542	68135	20179
1543	68212	20145
1544	68262	20103
1545	68322	20063
1546	68372	20021
1547	68422	19978
1548	68472	19936
1549	68521	19893
1550	68572	19851
1551	68620	19807
1552	68671	19765
1553	68722	19723
1554	68774	19681
1555	68826	19639
1556	68877	19597
1557	68928	19554
1558	68978	19512
1559	69042	19473
1560	69088	19429
1561	69134	19385
1562	69187	19344
1563	69236	19301
1564	69285	19258
1565	69336	19215
1566	69384	19172
1567	69434	19129
1568	69485	19087
1569	69533	19044
1570	69589	19003
1571	69644	18961
1572	69692	18918
1573	69742	18875
1574	69793	18833
1575	69844	18790
1576	69893	18747
1577	69940	18704
1578	69992	18661
1579	70044	18619
1580	70084	18573
1581	70135	18531
1582	70174	18485
1583	70212	18439
1584	70247	18392
1585	70285	18346
1586	70323	18300
1587	70362	18255
1588	70401	18209
1589	70439	18163
1590	70482	18118
1591	70517	18072
1592	70552	18025
1593	70597	17981
1594	70642	17937
1595	70680	17891
1596	70732	17849
1597	70772	17803
1598	70815	17759
1599	70865	17716
1600	70909	17672
1601	70954	17627
1602	70995	17582
1603	71032	17536
1604	71101	17498
1605	71137	17452
1606	71176	17406
1607	71214	17360
1608	71251	17314
1609	71290	17269
1610	71328	17223
1611	71366	17177
1612	71405	17131
1613	71440	17085
1614	71476	17039
1615	71515	16993
1616	71551	16947
1617	71584	16900
1618	71621	16854
1619	71657	16808
1620	71696	16763
1621	71735	16717
1622	71773	16671
1623	71817	16627
1624	71855	16582
1625	71892	16536
1626	71928	16490
1627	71966	16444
1628	72002	16398
1629	72038	16352
1630	72075	16306
1631	72221	16285
1632	72266	16241
1633	72308	16196
1634	72344	16150
1635	72381	16104
1636	72421	16059
1637	72458	16013
1638	72505	15969
1639	72541	15923
1640	72579	15878
1641	72616	15832
1642	72652	15786
1643	72689	15740
1644	72726	15694
1645	72763	15649
1646	72798	15602
1647	72835	15557
1648	72873	15511
1649	72911	15466
