iter	Passed	Remaining
1044	30175	114204
1045	30201	114166
1046	30224	114115
1047	30247	114063
1048	30276	114033
1049	30303	113999
1050	30333	113974
1051	30359	113935
1052	30383	113887
1053	30406	113837
1054	30433	113801
1055	30459	113760
1056	30483	113715
1057	30509	113675
1058	30535	113637
1059	30561	113597
1060	30591	113570
1061	30615	113525
1062	30640	113482
1063	30666	113443
1064	30693	113407
1065	30720	113371
1066	30745	113330
1067	30772	113292
1068	30798	113255
1069	30826	113220
1070	30851	113181
1071	30876	113137
1072	30904	113105
1073	30929	113064
1074	30958	113035
1075	30984	112994
1076	31012	112962
1077	31038	112925
1078	31065	112888
1079	31091	112850
1080	31118	112814
1081	31146	112783
1082	31179	112771
1083	31206	112734
1084	31231	112691
1085	31259	112661
1086	31286	112626
1087	31314	112594
1088	31341	112557
1089	31366	112517
1090	31390	112472
1091	31419	112442
1092	31442	112392
1093	31469	112358
1094	31497	112326
1095	31524	112290
1096	31550	112253
1097	31578	112222
1098	31607	112192
1099	31641	112182
1100	31674	112168
1101	31709	112162
1102	31745	112158
1103	31773	112128
1104	31806	112114
1105	31841	112107
1106	31875	112097
1107	31906	112075
1108	31929	112026
1109	31966	112025
1110	31996	112003
1111	32025	111974
1112	32051	111936
1113	32084	111921
1114	32115	111900
1115	32149	111890
1116	32191	111908
1117	32221	111882
1118	32251	111856
1119	32281	111832
1120	32311	111809
1121	32341	111782
1122	32368	111747
1123	32397	111720
1124	32424	111684
1125	32447	111635
1126	32476	111607
1127	32502	111569
1128	32532	111544
1129	32561	111517
1130	32590	111486
1131	32619	111458
1132	32645	111421
1133	32669	111375
1134	32698	111347
1135	32726	111315
1136	32753	111281
1137	32783	111255
1138	32810	111220
1139	32832	111171
1140	32861	111143
1141	32891	111118
1142	32920	111089
1143	32949	111058
1144	32976	111024
1145	33001	110984
1146	33027	110947
1147	33055	110913
1148	33081	110876
1149	33106	110835
1150	33134	110803
1151	33161	110768
1152	33204	110787
1153	33229	110746
1154	33258	110717
1155	33286	110684
1156	33313	110651
1157	33338	110610
1158	33363	110567
1159	33392	110540
