iter	QueryRMSE	MRR:top=5	AverageGain:top=5
173	0.1807371641	0.255844589	0.3075037519
174	0.1807236189	0.2556361514	0.3073786893
175	0.1807063823	0.2564198766	0.308054027
176	0.1806894382	0.2566950142	0.3079289645
177	0.1806741358	0.2567617142	0.307953977
178	0.1806622329	0.2567700517	0.3079789895
179	0.1806456379	0.2571952643	0.3083041521
180	0.1806281155	0.2573620143	0.3085042521
181	0.1806099998	0.2580790395	0.3087543772
182	0.1805962009	0.2580957145	0.3089544772
183	0.1805775089	0.2582958146	0.3088794397
184	0.1805588662	0.2585709521	0.3089794897
185	0.180542055	0.2587460397	0.3091545773
186	0.1805201901	0.2593129898	0.3091045523
187	0.1805052183	0.2592379523	0.3092796398
188	0.1804943305	0.2591545773	0.3091795898
189	0.1804836293	0.2591629148	0.3091795898
190	0.1804691596	0.2595464399	0.3093796898
191	0.1804522774	0.2602884776	0.3094547274
192	0.1804406104	0.2607220277	0.3093046523
193	0.1804283997	0.2607387027	0.3093546773
194	0.180410173	0.2610888778	0.3095547774
195	0.180396787	0.2612056028	0.3098549275
196	0.1803788804	0.2612389528	0.30997999
197	0.1803634341	0.2614807404	0.30997999
198	0.1803509858	0.2613890278	0.3101050525
199	0.1803363274	0.2618309155	0.3101550775
200	0.1803237732	0.261972653	0.3104302151
201	0.1803109554	0.2620310155	0.3106053027
202	0.1802975611	0.2617642154	0.3104302151
203	0.1802851886	0.2615807904	0.3104052026
204	0.1802717979	0.262106053	0.3106553277
205	0.1802594457	0.261889278	0.3106803402
206	0.1802372626	0.2616391529	0.3110305153
207	0.1802225726	0.2617808904	0.3111055528
208	0.180208783	0.2616808404	0.3110555278
209	0.1801944894	0.2616808404	0.3111305653
210	0.1801821343	0.261805903	0.3113556778
211	0.1801714245	0.2617725529	0.3112556278
212	0.1801571114	0.2619809905	0.3113306653
213	0.1801441854	0.261955978	0.3111805903
214	0.1801341937	0.2621810905	0.3111555778
215	0.180122591	0.2619643155	0.3115307654
216	0.1801137487	0.262189428	0.3117308654
217	0.1800988515	0.2624895781	0.3117808904
218	0.1800840352	0.262089378	0.311855928
219	0.1800750366	0.2622978156	0.311905953
220	0.1800634455	0.2621477405	0.312006003
221	0.1800548999	0.2628314157	0.311955978
222	0.1800413541	0.2627230282	0.312056028
223	0.1800305432	0.2634567284	0.312006003
224	0.1800194735	0.2634400534	0.3119809905
225	0.180005165	0.263948641	0.312006003
226	0.179993294	0.2643738536	0.3118309155
227	0.1799846934	0.2649241287	0.3120810405
228	0.1799725072	0.2650491913	0.3122061031
229	0.1799672249	0.2647990662	0.3123811906
230	0.1799555622	0.2650491913	0.3125562781
231	0.1799417052	0.2652993163	0.3124562281
232	0.1799317176	0.2646323162	0.3125312656
233	0.1799221845	0.2646573287	0.3128814407
234	0.1799055759	0.2645572786	0.3130315158
235	0.179896015	0.2648324162	0.3130565283
236	0.1798890856	0.2647907287	0.3132066033
237	0.1798805751	0.2644989161	0.3130565283
238	0.1798701257	0.2650241788	0.3129564782
239	0.1798579748	0.2651075538	0.3129814907
240	0.1798471927	0.2654243789	0.3132316158
241	0.179838306	0.2648741037	0.3132566283
242	0.1798255888	0.2646489912	0.3132316158
243	0.179817426	0.2649408037	0.3130565283
244	0.1798065308	0.2646489912	0.3132566283
245	0.1797961546	0.2647990662	0.3135067534
246	0.1797885752	0.2647073537	0.3135567784
247	0.1797805666	0.2650241788	0.3136818409
248	0.1797734572	0.2653993663	0.3138569285
249	0.1797590516	0.2653660163	0.3138069035
250	0.1797482975	0.2655077539	0.313931966
251	0.1797390207	0.2659329665	0.3138069035
252	0.1797272874	0.2657328664	0.3138069035
253	0.1797184974	0.265907954	0.3137068534
254	0.1797122226	0.2666833417	0.3139569785
255	0.1797020634	0.2671502418	0.3140070035
256	0.1796897248	0.2671085543	0.3140070035
257	0.179682915	0.2668167417	0.314032016
258	0.1796693445	0.2669418042	0.3141070535
259	0.1796631175	0.2670918793	0.3142821411
260	0.1796503346	0.2668751042	0.314182091
261	0.17964198	0.2668000667	0.3144322161
262	0.1796332232	0.2669501417	0.3146073037
263	0.1796232732	0.2672586293	0.3146823412
264	0.1796186225	0.2673253293	0.3147323662
265	0.1796070379	0.267867267	0.3146823412
266	0.1795954131	0.268167417	0.3150325163
267	0.1795883695	0.268167417	0.3151075538
268	0.1795811559	0.2683174921	0.3151075538
269	0.1795697393	0.2683091546	0.3150075038
270	0.1795625041	0.2683091546	0.3150825413
271	0.1795525617	0.2687843922	0.3151075538
272	0.1795426203	0.2690928798	0.3149074537
273	0.1795327045	0.2688844422	0.3149574787
274	0.179522066	0.2683758546	0.3150075038
275	0.1795151614	0.2687343672	0.3153576788
276	0.1795066251	0.2688010672	0.3154077039
277	0.1794983548	0.2693430048	0.3153076538
278	0.179486552	0.2693846923	0.3152326163
279	0.1794771715	0.2690928798	0.3153076538
280	0.1794682841	0.2693263298	0.3153576788
281	0.1794560197	0.2693930298	0.3154577289
282	0.1794516002	0.2693930298	0.3154577289
283	0.1794399588	0.2697265299	0.3154327164
284	0.1794352763	0.2694764049	0.3155827914
285	0.179429624	0.269943305	0.3155577789
286	0.1794209361	0.269976655	0.3155327664
287	0.1794128957	0.269976655	0.3156828414
288	0.1794032642	0.2700016675	0.3158329165
289	0.1793957586	0.2702101051	0.315957979
290	0.1793809168	0.2701183925	0.316058029
291	0.1793743275	0.2702684676	0.3162581291
292	0.1793592818	0.2704185426	0.3165332666
293	0.1793459115	0.2712939803	0.3166583292
294	0.179335768	0.2714690679	0.3165832916
295	0.1793296219	0.2713023178	0.3164332166
296	0.1793226075	0.2713106553	0.3167333667
297	0.179310436	0.2719609805	0.3165332666
298	0.1792995435	0.2722111056	0.3167583792
299	0.1792913171	0.272052693	0.3168084042
300	0.1792799332	0.2712356178	0.3167583792
301	0.1792713673	0.2717025179	0.3169834917
302	0.1792602698	0.2718109055	0.3171085543
303	0.1792547929	0.2716691679	0.3168584292
304	0.1792460316	0.272002668	0.3168834417
305	0.1792407991	0.271985993	0.3168084042
306	0.1792338217	0.2719443055	0.3167833917
307	0.1792238251	0.2722527931	0.3168584292
308	0.1792123374	0.2724779056	0.3170585293
309	0.179207563	0.2725862931	0.3168584292
310	0.1791986152	0.2727113557	0.3168084042
311	0.1791916962	0.2733033183	0.3173836918
312	0.1791816759	0.2736201434	0.3173836918
313	0.1791756398	0.2738035685	0.3173836918
314	0.1791695077	0.2738035685	0.3172586293
315	0.179158521	0.2735784559	0.3174337169
316	0.179149889	0.2734784059	0.3172836418
317	0.1791385179	0.2741704185	0.3175837919
318	0.1791296486	0.2741704185	0.3177838919
319	0.1791209162	0.2744038686	0.3179089545
320	0.1791116147	0.2742704686	0.3177588794
321	0.1791042323	0.274145406	0.3177838919
322	0.1790967703	0.2747873937	0.318084042
323	0.1790901523	0.2753376688	0.3181590795
324	0.1790845336	0.2751542438	0.3182841421
325	0.1790769215	0.2749124562	0.3185342671
326	0.1790694877	0.2753543438	0.3183591796
327	0.1790633178	0.2749624812	0.3182841421
328	0.1790549138	0.2755461064	0.3182341171
329	0.1790487408	0.2755794564	0.3183841921
330	0.1790407546	0.2757045189	0.3182841421
331	0.1790327096	0.2760630315	0.3183091546
332	0.1790282517	0.276021344	0.3184092046
333	0.1790194181	0.2760630315	0.3183591796
334	0.1790128102	0.276104719	0.3184342171
335	0.1790058714	0.2760797065	0.3185592796
336	0.1789950398	0.2764882441	0.3186343172
337	0.178989714	0.2764465566	0.3186593297
338	0.1789783095	0.2770051693	0.3189844922
339	0.1789706738	0.2770885443	0.3189594797
340	0.1789603689	0.2770802068	0.3189844922
341	0.1789457155	0.2776388194	0.3193096548
342	0.1789399049	0.2777138569	0.3192346173
343	0.1789313369	0.2774553944	0.3190595298
344	0.1789235269	0.2775887944	0.3190595298
345	0.178915595	0.2776638319	0.3190345173
346	0.1789069934	0.278030682	0.3190845423
347	0.1788981742	0.2777555444	0.3192346173
348	0.1788913701	0.278030682	0.3191595798
349	0.1788839303	0.278114057	0.3192846423
350	0.1788757607	0.2782391196	0.3194347174
351	0.1788685532	0.2783141571	0.3194597299
352	0.178860786	0.2782057696	0.3195847924
353	0.1788515217	0.2778722695	0.3195597799
354	0.1788468098	0.277830582	0.3196098049
355	0.1788400458	0.277830582	0.3194347174
356	0.1788309514	0.278197432	0.3193596798
357	0.1788242882	0.278180757	0.3193346673
358	0.1788125083	0.2784475571	0.3193596798
359	0.1787999482	0.2785976321	0.3193596798
360	0.1787919838	0.278097382	0.3195597799
361	0.1787829462	0.277980657	0.3195847924
362	0.1787734854	0.277897282	0.3195097549
363	0.1787638247	0.2778722695	0.3195847924
364	0.178753516	0.278130732	0.3197598799
365	0.1787477007	0.2776471569	0.3196098049
366	0.1787397928	0.2774887444	0.319809905
367	0.1787286914	0.2776721694	0.319809905
368	0.1787202179	0.2775471069	0.3198349175
369	0.1787125601	0.2776304819	0.319809905
370	0.1786972062	0.2783475071	0.3199849925
371	0.1786877954	0.2781223945	0.3200850425
372	0.1786826515	0.2783308321	0.3200350175
373	0.1786777413	0.2783058196	0.320010005
374	0.178672081	0.2785559446	0.3199849925
375	0.1786664942	0.2787643822	0.3200850425
376	0.1786567564	0.2787060197	0.3203351676
377	0.1786484364	0.2788310822	0.3202101051
378	0.1786360523	0.2792479573	0.3204602301
379	0.1786262604	0.2798482575	0.3206353177
380	0.1786190675	0.279956645	0.3206853427
381	0.1786117755	0.2804652326	0.3207353677
382	0.178606404	0.2803901951	0.3207103552
383	0.1786005409	0.2806236452	0.3207853927
384	0.1785853495	0.2809154577	0.3213606803
385	0.1785804177	0.2809154577	0.3214357179
386	0.1785690478	0.2810822078	0.3217358679
387	0.1785599452	0.2813073203	0.3219609805
388	0.1785474183	0.2812989828	0.322136068
389	0.178535052	0.2821910955	0.3220610305
390	0.1785262349	0.281932633	0.3222111056
391	0.178515935	0.281899283	0.3221610805
392	0.1785070044	0.2824078706	0.3221110555
393	0.1784979443	0.281999333	0.3224612306
394	0.1784894739	0.2820243455	0.3224362181
395	0.1784797635	0.2822994831	0.3223861931
396	0.1784740494	0.2825496081	0.3223861931
397	0.1784664029	0.2826913457	0.3225362681
398	0.178459291	0.2830498583	0.3226613307
399	0.178446909	0.2827747207	0.3228364182
400	0.1784404567	0.2828414207	0.3228114057
401	0.1784293491	0.2829914957	0.3230365183
402	0.1784193832	0.2830331833	0.3230865433
403	0.1784104425	0.2833083208	0.3229864932
404	0.1784014035	0.2837502084	0.3230365183
405	0.1783948646	0.2840837085	0.3230115058
406	0.1783864819	0.2846006337	0.3229114557
407	0.1783815094	0.2848674337	0.3228364182
408	0.1783705867	0.2849924962	0.3230865433
409	0.1783649249	0.2847840587	0.3230365183
410	0.1783578571	0.2853843588	0.3231615808
411	0.1783490828	0.2855844589	0.3233116558
412	0.1783432435	0.2850591963	0.3232616308
413	0.1783323505	0.2845922961	0.3235117559
414	0.1783222313	0.2852759713	0.3235867934
415	0.1783163898	0.2853343338	0.3234867434
416	0.1783121214	0.2852176088	0.3235617809
417	0.1783049251	0.2852843088	0.3236868434
418	0.1782988927	0.2845339336	0.3234867434
419	0.1782953572	0.2842671336	0.3235617809
420	0.1782850338	0.2850341838	0.3233616808
421	0.1782769977	0.2849424712	0.3233866933
422	0.1782702034	0.2853176588	0.3237618809
423	0.1782634573	0.2856678339	0.323861931
424	0.1782529163	0.2857762214	0.3239869935
425	0.1782449903	0.286151409	0.3240870435
426	0.1782363942	0.2854010339	0.324062031
427	0.1782262232	0.2853676838	0.324062031
428	0.1782169518	0.2855260964	0.324062031
429	0.1782088889	0.2855677839	0.3239869935
430	0.1782017773	0.2861930965	0.3240870435
431	0.1781965022	0.2861930965	0.3240870435
432	0.1781882703	0.2861930965	0.324162081
433	0.1781736716	0.2863181591	0.3241870935
434	0.1781654663	0.2866266467	0.3241870935
435	0.1781578565	0.2869601467	0.324162081
436	0.1781504215	0.2869601467	0.324162081
437	0.1781407527	0.2874854094	0.3243121561
438	0.1781254027	0.2877105219	0.3242621311
439	0.1781146921	0.2874603969	0.3243121561
440	0.1781048497	0.2874603969	0.3241370685
441	0.1780972856	0.2880690345	0.3243121561
442	0.1780899011	0.2881524095	0.3243121561
443	0.1780805017	0.2884608971	0.3243371686
444	0.1780756028	0.2888777722	0.3243621811
445	0.1780637298	0.2886526597	0.3248124062
446	0.1780527534	0.2895447724	0.3249374687
447	0.1780450889	0.2894697349	0.3250875438
448	0.1780394077	0.2895864599	0.3250625313
449	0.1780310958	0.2896114724	0.3249124562
450	0.1780236279	0.2896364849	0.3250375188
451	0.1780175353	0.2894697349	0.3250625313
452	0.1780094543	0.2897865599	0.3251375688
453	0.1780034374	0.2894197099	0.3252626313
454	0.1779954244	0.2895030849	0.3254877439
455	0.1779871949	0.28981991	0.3254377189
456	0.1779784548	0.2900283475	0.3256128064
457	0.177971374	0.2898782725	0.3256128064
458	0.1779635052	0.2896364849	0.325837919
459	0.17795436	0.2896781724	0.3259629815
460	0.1779514108	0.2893279973	0.326038019
461	0.1779417261	0.2887443722	0.3259629815
462	0.177932526	0.2892529598	0.325987994
463	0.1779238149	0.2889861597	0.326088044
464	0.1779187368	0.2890445223	0.326188094
465	0.1779102801	0.2893780223	0.326188094
466	0.1779024078	0.2896364849	0.326188094
467	0.1778953694	0.290136735	0.326188094
468	0.1778841016	0.2903284976	0.3263131566
469	0.1778762729	0.2903034851	0.3263381691
470	0.1778698203	0.2903034851	0.3263881941
471	0.1778621524	0.29012006	0.3264632316
472	0.1778544826	0.2901450725	0.3265132566
473	0.1778471438	0.2901617475	0.3266633317
474	0.1778405682	0.2902868101	0.3268134067
475	0.177829031	0.2908037352	0.3269384692
476	0.1778212074	0.2912372853	0.3269884942
477	0.177813229	0.2910788728	0.3269134567
478	0.17780209	0.2902117726	0.3267133567
479	0.1777935971	0.2907537102	0.3268134067
480	0.1777883794	0.2907537102	0.3269384692
481	0.1777816034	0.2905369351	0.3269884942
482	0.1777739096	0.2904785726	0.3270135068
483	0.1777646071	0.2910371853	0.3271635818
484	0.1777577698	0.2911872603	0.3272386193
485	0.1777480141	0.2914290479	0.3274387194
486	0.1777407961	0.2926796732	0.3273636818
487	0.1777341026	0.2928881107	0.3273386693
488	0.1777274152	0.2924962481	0.3271385693
489	0.1777183951	0.2925129231	0.3271135568
490	0.1777108109	0.2925212606	0.3269134567
491	0.177698386	0.2926796732	0.3269884942
492	0.1776908978	0.2928464232	0.3269134567
493	0.1776839478	0.2926963482	0.3271385693
494	0.1776783088	0.2927547107	0.3272886443
495	0.1776714427	0.2927797232	0.3274637319
496	0.1776593985	0.2925045856	0.3275387694
497	0.1776505077	0.2924045356	0.3274887444
498	0.1776413305	0.2924879106	0.3279389695
499	0.1776313413	0.2925546106	0.3277888944
500	0.1776249584	0.2925629481	0.3278389195
501	0.1776221372	0.2926213107	0.3277638819
502	0.1776127675	0.2931632483	0.3277388694
503	0.1776052391	0.2930798733	0.327963982
504	0.1775985769	0.2931632483	0.327863932
505	0.1775917884	0.2930798733	0.327863932
506	0.1775856718	0.2928547607	0.3277638819
507	0.17757918	0.2929881607	0.327813907
508	0.1775716111	0.2930715358	0.3276138069
509	0.1775629098	0.2931549108	0.3276138069
510	0.1775563247	0.2933049858	0.3275387694
511	0.1775504197	0.2931465733	0.3274137069
512	0.1775405404	0.2933550108	0.3274637319
513	0.1775347344	0.293871936	0.3275387694
514	0.1775277059	0.294038686	0.3276888444
515	0.1775177661	0.294088711	0.3280390195
516	0.1775121264	0.2940303485	0.3280390195
517	0.1775019148	0.293888611	0.328114057
518	0.1774937523	0.294072036	0.3280890445
519	0.1774867053	0.2942971486	0.3280390195
520	0.177477744	0.2944055361	0.327913957
521	0.1774699468	0.2949474737	0.328064032
522	0.1774646926	0.2951975988	0.3281890945
523	0.1774594339	0.2951559113	0.3283641821
524	0.1774538141	0.2950475238	0.3281890945
525	0.177445861	0.2951975988	0.3282391196
526	0.1774370349	0.2951559113	0.328114057
527	0.1774301085	0.2953893613	0.3280890445
528	0.1774246038	0.2953893613	0.328014007
529	0.1774154319	0.2956394864	0.3282141071
530	0.1774090789	0.2954143739	0.328164082
531	0.1774010445	0.2954143739	0.3282891446
532	0.1773934424	0.2952642988	0.3282391196
533	0.177384321	0.2950558613	0.3283391696
534	0.1773787683	0.2954060364	0.3284142071
535	0.1773704509	0.2955561114	0.328164082
536	0.1773624836	0.2954477239	0.3282141071
537	0.1773572251	0.2956811739	0.3281390695
538	0.17735095	0.2956394864	0.3284142071
539	0.1773445585	0.2955310989	0.3284142071
540	0.1773368759	0.2957145239	0.3284392196
541	0.177328374	0.296114724	0.3284392196
542	0.1773211678	0.295864599	0.3283891946
543	0.1773140269	0.2955144239	0.3284142071
544	0.1773026435	0.2959896615	0.3288144072
545	0.177296581	0.2959062865	0.3286643322
546	0.1772870803	0.2961063865	0.3287893947
547	0.1772771818	0.296114724	0.3288644322
548	0.1772732725	0.2958395865	0.3288394197
549	0.1772659547	0.2959396365	0.3290645323
550	0.1772564872	0.2964815741	0.3289394697
551	0.1772501394	0.2967233617	0.3290645323
552	0.1772474186	0.2967233617	0.3291145573
553	0.1772404723	0.2969984992	0.3291645823
554	0.1772311264	0.2969151242	0.3293896948
555	0.1772244522	0.2974570619	0.3294147074
556	0.1772133123	0.2975404369	0.3294397199
557	0.1772059561	0.2973986993	0.3294897449
558	0.1772004896	0.2973986993	0.3295147574
559	0.1771942804	0.2974820744	0.3296398199
560	0.1771877927	0.2976571619	0.32983992
561	0.1771818772	0.2975904619	0.329989995
562	0.1771786652	0.2975654494	0.33004002
563	0.1771731137	0.2976738369	0.3297898949
564	0.1771619934	0.2977488744	0.32993997
565	0.1771537928	0.2982324496	0.3297398699
566	0.1771450173	0.298124062	0.3299149575
567	0.1771379544	0.2982908121	0.3299149575
568	0.1771282046	0.2978989495	0.3298149075
569	0.1771215978	0.2979989995	0.3297898949
570	0.1771161967	0.298040687	0.32993997
571	0.1771123098	0.298024012	0.3300150075
572	0.1771043787	0.2985826246	0.33014007
573	0.1770987	0.2986910122	0.3302401201
574	0.1770906769	0.2988994497	0.3303151576
575	0.1770830573	0.2990661998	0.3305152576
576	0.1770763197	0.2994580624	0.3303901951
577	0.1770695429	0.2996248124	0.3302901451
578	0.1770649291	0.2997081874	0.3302651326
579	0.1770585097	0.2995747874	0.3302151076
580	0.1770525991	0.2995747874	0.3302151076
581	0.1770485551	0.2994747374	0.3303151576
582	0.1770420477	0.2994747374	0.3305402701
583	0.1770309995	0.2994330499	0.3306653327
584	0.1770272091	0.2995330999	0.3308654327
585	0.1770217566	0.2996831749	0.3308654327
586	0.1770131531	0.2997081874	0.3308654327
587	0.1770054232	0.2997081874	0.3310155078
588	0.1770006344	0.2996248124	0.3309904952
589	0.1769913015	0.2995747874	0.3311405703
590	0.1769869235	0.2995581124	0.3310655328
591	0.1769793602	0.2999082875	0.3310655328
592	0.1769688271	0.2998666	0.3313156578
593	0.1769624173	0.2997415374	0.3313656828
594	0.1769580327	0.2999916625	0.3314407204
595	0.1769493698	0.3006586627	0.3315657829
596	0.1769420348	0.3007837252	0.3316658329
597	0.1769358955	0.3007920627	0.3315907954
598	0.1769298028	0.3012339503	0.331865933
599	0.1769262012	0.3011505753	0.331915958
600	0.1769204459	0.3011505753	0.3317158579
601	0.1769128383	0.3012339503	0.3317658829
602	0.1769078873	0.3013173253	0.3317408704
603	0.1768980828	0.3015424379	0.331965983
604	0.1768946624	0.3015424379	0.3319909955
605	0.1768879574	0.3014590629	0.3316908454
606	0.1768818954	0.3014590629	0.3316908454
607	0.1768746021	0.3014340504	0.331865933
608	0.1768682998	0.3012923128	0.3321410705
609	0.1768653344	0.3012923128	0.332116058
610	0.1768567651	0.3013423378	0.332066033
611	0.1768506773	0.3012256128	0.3317908954
612	0.1768434612	0.3010421878	0.3317158579
613	0.1768377023	0.3013673503	0.3316908454
614	0.1768302401	0.3013256628	0.3317408704
