iter	QueryRMSE	MRR:top=5	AverageGain:top=5
1198	0.1738772289	0.3276221444	0.3492496248
1199	0.1738724826	0.3275387694	0.3492996498
1200	0.173867745	0.3272886443	0.3493246623
1201	0.1738647456	0.3272886443	0.3493246623
1202	0.1738607195	0.3274137069	0.3493746873
1203	0.1738571424	0.3274137069	0.3492246123
1204	0.1738533722	0.3274970819	0.3492746373
1205	0.1738510442	0.3277221944	0.3493246623
1206	0.1738471422	0.3277221944	0.3493746873
1207	0.173841845	0.3276388194	0.3493496748
1208	0.1738365382	0.3277472069	0.3493496748
1209	0.1738357899	0.3277472069	0.3493496748
1210	0.1738294771	0.327813907	0.3495497749
1211	0.1738250749	0.3277055194	0.3493996998
1212	0.1738215315	0.3277055194	0.3492996498
1213	0.1738159266	0.3277888944	0.3493496748
1214	0.1738117364	0.3274720694	0.3495997999
1215	0.1738057019	0.3275137569	0.3496248124
1216	0.1738003987	0.327863932	0.3496248124
1217	0.1737956342	0.3277805569	0.3496998499
1218	0.1737911617	0.3277388694	0.34989995
1219	0.1737884881	0.3276388194	0.3498749375
1220	0.1737840383	0.3277388694	0.34989995
1221	0.173777912	0.3278055695	0.3496498249
1222	0.1737725641	0.3275971319	0.3497748874
1223	0.1737696995	0.3273636818	0.3498249125
1224	0.1737665985	0.3273636818	0.34989995
1225	0.1737624318	0.3275304319	0.350050025
1226	0.1737562232	0.3273219943	0.350050025
1227	0.1737511059	0.3276888444	0.3502251126
1228	0.1737468846	0.3277472069	0.3503001501
1229	0.1737451122	0.3277472069	0.3502251126
1230	0.1737415489	0.3274970819	0.3502751376
1231	0.1737370834	0.3271052193	0.3502001001
1232	0.173732524	0.3270218443	0.3503251626
1233	0.173728315	0.3271052193	0.3503251626
1234	0.1737225719	0.3270635318	0.3504502251
1235	0.1737143325	0.3270635318	0.3506253127
1236	0.1737118927	0.3268384192	0.3506503252
1237	0.1737086014	0.3270885443	0.3508004002
1238	0.1737040998	0.3268384192	0.3506753377
1239	0.1736984841	0.3270218443	0.3506503252
1240	0.1736957429	0.3272719693	0.3507753877
1241	0.1736891249	0.3275220944	0.3507253627
1242	0.1736842385	0.3279389695	0.3508504252
1243	0.1736800759	0.3279389695	0.3509504752
1244	0.1736764854	0.3279389695	0.3509504752
1245	0.1736726127	0.327997332	0.3509254627
1246	0.1736662234	0.3280056695	0.3508254127
1247	0.1736615923	0.3279222945	0.3510755378
1248	0.1736575951	0.3282557946	0.3510005003
1249	0.1736546572	0.3282974821	0.3508504252
1250	0.17364941	0.3283224946	0.3509754877
1251	0.1736449041	0.3283641821	0.3509254627
1252	0.1736389656	0.3284642321	0.3510005003
1253	0.1736339658	0.3284642321	0.3509504752
1254	0.1736289992	0.3283641821	0.3509004502
1255	0.1736238238	0.3288477572	0.3511505753
1256	0.1736213216	0.3290978823	0.3511255628
1257	0.173615191	0.3290145073	0.3513256628
1258	0.1736116454	0.3289478072	0.3513506753
1259	0.1736073533	0.3292813073	0.3512006003
1260	0.1736032247	0.3296731699	0.3511755878
1261	0.1736012145	0.3294230449	0.3512256128
1262	0.1735976017	0.3294647324	0.3512756378
1263	0.1735919285	0.3294647324	0.3511755878
1264	0.1735872744	0.3294647324	0.3512756378
1265	0.1735848083	0.3294647324	0.3513506753
1266	0.1735805164	0.3295481074	0.3513256628
1267	0.1735754039	0.3298816075	0.3513756878
1268	0.1735722131	0.3295897949	0.3515507754
1269	0.1735671865	0.3296314824	0.3515007504
1270	0.1735630937	0.3295481074	0.3514507254
1271	0.1735577935	0.3296564949	0.3515757879
1272	0.1735550957	0.3296564949	0.3515757879
1273	0.1735496179	0.32997332	0.3514757379
1274	0.1735441141	0.3301150575	0.3514257129
1275	0.1735386679	0.3300316825	0.3516258129
1276	0.1735361279	0.3301150575	0.3515757879
1277	0.1735320949	0.3301984325	0.3516758379
1278	0.1735285678	0.3302651326	0.3516258129
1279	0.1735250751	0.3302651326	0.3516758379
1280	0.1735221588	0.3303068201	0.3517008504
1281	0.1735185006	0.3302234451	0.3517508754
1282	0.1735124294	0.33014007	0.3517508754
1283	0.1735097102	0.330156745	0.3516008004
1284	0.1735073344	0.3305152576	0.3517258629
1285	0.1735029991	0.3304318826	0.3518009005
1286	0.1734994815	0.3302651326	0.3520010005
1287	0.173496144	0.3303901951	0.3519509755
1288	0.1734922837	0.3303901951	0.3520510255
1289	0.1734909272	0.3303901951	0.352076038
1290	0.173485319	0.3303901951	0.351925963
1291	0.1734793366	0.3306236452	0.351825913
1292	0.1734755211	0.3306236452	0.351825913
1293	0.1734729591	0.3306653327	0.3518509255
1294	0.1734686771	0.3303985326	0.3518509255
1295	0.1734624846	0.3303318326	0.351975988
1296	0.1734585979	0.3307903952	0.3520510255
1297	0.1734546651	0.3307903952	0.3521010505
1298	0.1734516426	0.3307903952	0.352026013
1299	0.1734468679	0.3309738202	0.352176088
1300	0.1734424336	0.3309738202	0.3523511756
1301	0.1734376849	0.3308904452	0.3520510255
1302	0.173432473	0.3308904452	0.3520510255
1303	0.1734282875	0.3309321327	0.3522011006
1304	0.1734257804	0.3309321327	0.3523261631
1305	0.1734211199	0.3309488077	0.3524012006
1306	0.1734180314	0.3311572453	0.3524262131
1307	0.1734133519	0.3311322328	0.3525012506
1308	0.1734105578	0.3313823578	0.3525012506
1309	0.1734069141	0.3313823578	0.3525262631
1310	0.1734022433	0.3312823078	0.3526513257
1311	0.1733966391	0.3313406703	0.3528014007
1312	0.1733906312	0.3313823578	0.3528014007
1313	0.173390525	0.3313823578	0.3528014007
1314	0.1733866261	0.3312823078	0.3526513257
1315	0.1733832525	0.3313823578	0.3528764382
1316	0.1733793472	0.3311322328	0.3528264132
1317	0.1733743914	0.3311322328	0.3527763882
1318	0.1733698526	0.3312322828	0.3528764382
1319	0.1733660641	0.3312739703	0.3528764382
1320	0.1733622064	0.331899283	0.3530265133
1321	0.1733577277	0.3316491579	0.3528514257
1322	0.1733538246	0.3316074704	0.3529764882
1323	0.1733492084	0.3317075204	0.3530515258
1324	0.1733463751	0.3317075204	0.3531015508
1325	0.1733418366	0.3314990829	0.3531265633
1326	0.1733381156	0.3314990829	0.3529514757
1327	0.17333442	0.3312489578	0.3530265133
1328	0.1733290761	0.3311238953	0.3533516758
1329	0.1733266187	0.3313740203	0.3533016508
1330	0.1733220822	0.3314573954	0.3532266133
1331	0.1733216281	0.3314573954	0.3532266133
1332	0.1733192674	0.3314573954	0.3533016508
1333	0.1733123683	0.3314573954	0.3533016508
1334	0.173309213	0.3314573954	0.3533266633
1335	0.173305478	0.3314573954	0.3532516258
1336	0.1733018435	0.3312489578	0.3534767384
1337	0.1732975196	0.3315407704	0.3535767884
1338	0.1732924905	0.3314157079	0.3535017509
1339	0.1732890708	0.3316658329	0.3536518259
1340	0.173284083	0.3316658329	0.3537018509
1341	0.1732809745	0.3317492079	0.3536268134
1342	0.1732725745	0.3317908954	0.3536268134
1343	0.1732674807	0.3317742204	0.3536768384
1344	0.1732629411	0.3316491579	0.3536768384
1345	0.173257035	0.3317075204	0.3537518759
1346	0.1732527397	0.3318909455	0.353851926
1347	0.1732488728	0.3318909455	0.3537518759
1348	0.173246279	0.3317075204	0.3537268634
1349	0.1732441322	0.3317075204	0.3538269135
1350	0.173240258	0.3315657829	0.3537768884
1351	0.1732351183	0.3314323829	0.3536768384
1352	0.1732292959	0.3312239453	0.3536018009
1353	0.1732248635	0.3315157579	0.3538269135
1354	0.1732194146	0.3316825079	0.3538269135
1355	0.1732142577	0.331849258	0.3538269135
1356	0.1732088814	0.3325746206	0.354002001
1357	0.1732055029	0.3325746206	0.3540270135
1358	0.173201487	0.3327997332	0.353951976
1359	0.1731956254	0.3327580457	0.3538269135
1360	0.1731953266	0.3327580457	0.3538269135
1361	0.173191706	0.3328831082	0.3538769385
1362	0.173187793	0.3329831582	0.353901951
1363	0.1731836152	0.3328997832	0.353951976
1364	0.1731810263	0.3327580457	0.353901951
1365	0.1731763181	0.3326913457	0.354002001
1366	0.1731739076	0.3329414707	0.3541770885
1367	0.173168419	0.3331082208	0.354152076
1368	0.1731637774	0.3325245956	0.3541770885
1369	0.1731593835	0.3324412206	0.3540770385
1370	0.1731543551	0.3328414207	0.354102051
1371	0.1731508564	0.3325912956	0.3541270635
1372	0.1731473508	0.3326163082	0.3540270135
1373	0.1731437062	0.3325162581	0.3540270135
1374	0.1731375652	0.332016008	0.353951976
1375	0.1731338541	0.332016008	0.3540270135
1376	0.1731305112	0.3319909955	0.354102051
1377	0.1731260202	0.3322411206	0.354102051
1378	0.1731220232	0.3322828081	0.354102051
1379	0.1731161001	0.3323411706	0.354152076
1380	0.1731119313	0.3322994831	0.3543021511
1381	0.1731077216	0.3322994831	0.3543771886
1382	0.1731067615	0.332049358	0.3543771886
1383	0.1731064639	0.332049358	0.3543771886
1384	0.1731014299	0.332049358	0.3544022011
1385	0.1730993684	0.332149408	0.3545772886
1386	0.1730960645	0.3321077205	0.3545772886
1387	0.1730934495	0.332132733	0.3545522761
1388	0.173088907	0.3319242955	0.3545022511
1389	0.1730862997	0.3325079206	0.3545022511
1390	0.1730834472	0.3322577956	0.3545522761
1391	0.1730780533	0.3323244956	0.3545022511
1392	0.1730735994	0.3325746206	0.3544772386
1393	0.1730712	0.3325746206	0.3544772386
1394	0.1730681027	0.3330998833	0.3544272136
1395	0.17306461	0.3330998833	0.3544522261
1396	0.1730608642	0.3328914457	0.3545522761
1397	0.1730553156	0.3328664332	0.3546523262
1398	0.1730545152	0.3329081207	0.3546273137
1399	0.1730504884	0.3330581958	0.3546773387
1400	0.1730438143	0.3330581958	0.3547023512
1401	0.1730396354	0.3331165583	0.3546023012
1402	0.1730395469	0.3331165583	0.3546023012
1403	0.1730340868	0.3331165583	0.3546523262
1404	0.1730283465	0.3332833083	0.3548024012
1405	0.1730223141	0.3333249958	0.3549274637
1406	0.1730186693	0.3331165583	0.3551025513
1407	0.1730134239	0.3330748708	0.3552276138
1408	0.1730098224	0.3331165583	0.3552776388
1409	0.1730052931	0.3329498082	0.3553526763
1410	0.1730022323	0.3332582958	0.3553276638
1411	0.1729982111	0.3332582958	0.3553526763
1412	0.1729938481	0.3329081207	0.3555027514
1413	0.1729875567	0.3328831082	0.3553026513
1414	0.1729833591	0.3328664332	0.3554777389
1415	0.172982858	0.3328664332	0.3554527264
1416	0.1729776261	0.3328664332	0.3554277139
1417	0.1729734075	0.3329081207	0.3553276638
1418	0.1729697717	0.3330832083	0.3553276638
1419	0.1729667189	0.3329331332	0.3553776888
1420	0.1729620525	0.3327246957	0.3556278139
1421	0.1729591063	0.3327246957	0.3555777889
1422	0.1729543048	0.3327997332	0.3557278639
1423	0.1729491103	0.3327163582	0.3556778389
1424	0.1729458029	0.3327413707	0.3556528264
1425	0.1729412578	0.3327663832	0.3556778389
1426	0.1729362005	0.3326663332	0.3555527764
1427	0.1729338214	0.3326663332	0.3556028014
1428	0.1729298399	0.3325662831	0.3555777889
1429	0.1729237596	0.3327497082	0.3554777389
1430	0.1729204536	0.3327246957	0.3556028014
1431	0.1729162491	0.3332249458	0.3555277639
1432	0.1729122169	0.3337251959	0.3555777889
1433	0.1729059962	0.3337502084	0.3554777389
1434	0.1729026286	0.3337502084	0.3557028514
1435	0.1728977906	0.3337502084	0.3557278639
1436	0.1728921022	0.3337335334	0.3556528264
1437	0.1728875877	0.3342337836	0.3557778889
1438	0.1728857131	0.3339836585	0.3558029015
1439	0.1728818338	0.3340003335	0.3557278639
1440	0.1728784123	0.3340837085	0.3557278639
1441	0.1728748002	0.3340837085	0.3557278639
1442	0.1728725946	0.3340837085	0.3557278639
1443	0.1728696729	0.3340837085	0.3557278639
1444	0.172866288	0.3340837085	0.355927964
1445	0.1728632351	0.3340837085	0.355927964
1446	0.1728590696	0.3342087711	0.356128064
1447	0.172853393	0.3342337836	0.3562031016
1448	0.1728482979	0.3342337836	0.3562781391
1449	0.1728445978	0.3343755211	0.3562031016
1450	0.1728396802	0.3347590462	0.3562531266
1451	0.172836684	0.3347590462	0.356128064
1452	0.1728321798	0.3345589461	0.3562031016
1453	0.1728275034	0.3345839586	0.3563031516
1454	0.1728245635	0.3346506587	0.3562031016
1455	0.1728194586	0.3346506587	0.3561030515
1456	0.1728165088	0.3348257462	0.356028014
1457	0.1728123634	0.3348674337	0.355927964
1458	0.1728074586	0.3345922961	0.3558529265
1459	0.1728040735	0.3345922961	0.3559529765
1460	0.1727998054	0.3345922961	0.3560030015
1461	0.1727961928	0.3343171586	0.356028014
1462	0.1727907832	0.3340670335	0.356128064
1463	0.1727871747	0.3338169085	0.3560030015
1464	0.1727835539	0.3341170585	0.3560530265
1465	0.1727791725	0.3341170585	0.3559529765
1466	0.1727735768	0.3342171086	0.3560530265
1467	0.172769818	0.334192096	0.356028014
1468	0.1727668645	0.3342171086	0.356078039
1469	0.1727626622	0.3342171086	0.3561030515
1470	0.1727625158	0.3342171086	0.3561030515
1471	0.1727586732	0.3342587961	0.356128064
1472	0.1727537173	0.3342587961	0.356078039
1473	0.1727480618	0.3347090212	0.356078039
1474	0.1727435313	0.3344588961	0.3562031016
1475	0.1727403843	0.3351592463	0.3562781391
1476	0.1727366809	0.3351759213	0.3563031516
1477	0.1727327362	0.3352009338	0.3564282141
1478	0.1727268024	0.3352176088	0.356178089
1479	0.1727232186	0.3354677339	0.3561530765
1480	0.1727219896	0.3354677339	0.356128064
1481	0.1727171337	0.3354844089	0.3562531266
1482	0.1727127531	0.3351509088	0.3563281641
1483	0.1727091291	0.3352759713	0.3563531766
1484	0.1727030582	0.3349424712	0.3563281641
1485	0.1726980798	0.3349841587	0.3564282141
1486	0.1726923766	0.3351925963	0.3566533267
1487	0.1726890754	0.3352592963	0.3567283642
1488	0.172686411	0.3355094214	0.3567283642
1489	0.1726834381	0.3355344339	0.3567033517
1490	0.1726789158	0.3353259963	0.3567783892
1491	0.1726747339	0.3350758713	0.3567533767
1492	0.1726710846	0.3351008838	0.3569284642
1493	0.1726681484	0.3353510088	0.3568034017
1494	0.1726642225	0.3353760213	0.3567783892
1495	0.1726593048	0.3353760213	0.3567033517
1496	0.1726515842	0.3352926463	0.3568534267
1497	0.1726462655	0.3351925963	0.3568034017
1498	0.1726416747	0.3351925963	0.3568034017
1499	0.1726360251	0.3354427214	0.3568284142
1500	0.1726324948	0.335917959	0.3567783892
1501	0.1726308588	0.335917959	0.3567533767
1502	0.1726251447	0.335867934	0.3567783892
1503	0.1726234273	0.335867934	0.3567533767
1504	0.1726203362	0.335867934	0.3567283642
1505	0.172616493	0.3356178089	0.3566533267
1506	0.1726129878	0.3357678839	0.3567533767
1507	0.172611951	0.3357678839	0.3567533767
1508	0.1726065492	0.3355094214	0.3567783892
1509	0.1726028862	0.3355094214	0.3568284142
1510	0.1725987636	0.3353593463	0.3568784392
1511	0.1725963375	0.3356261464	0.3569034517
1512	0.1725923638	0.3356261464	0.3570035018
1513	0.1725900085	0.3353760213	0.3570785393
1514	0.1725844015	0.3351258963	0.3571035518
1515	0.1725798417	0.3355177589	0.3570535268
1516	0.1725764363	0.3357261964	0.3571785893
1517	0.1725715069	0.3356928464	0.3571035518
1518	0.1725688687	0.3364432216	0.3571285643
1519	0.1725641222	0.3365432716	0.3572036018
1520	0.1725596984	0.3365182591	0.3571535768
1521	0.1725553442	0.3365099216	0.3569534767
1522	0.1725500099	0.3367600467	0.3570035018
1523	0.1725456646	0.3367100217	0.3569534767
1524	0.1725418505	0.3367350342	0.3570035018
1525	0.1725364636	0.3366933467	0.3571285643
1526	0.1725330491	0.3366933467	0.3570035018
1527	0.1725280426	0.3366683342	0.3570285143
1528	0.1725231973	0.3365932966	0.3569534767
1529	0.1725190942	0.3365516091	0.3569034517
1530	0.1725148623	0.3364015341	0.3569784892
1531	0.1725114772	0.3364015341	0.3569784892
1532	0.1725082721	0.3364015341	0.3570035018
1533	0.172502675	0.3366516592	0.3571285643
1534	0.1724998384	0.3364015341	0.3570785393
1535	0.1724973204	0.3367517092	0.3571785893
1536	0.1724923203	0.3368350842	0.3571785893
1537	0.1724904292	0.3368517592	0.3572286143
1538	0.172486858	0.3366599967	0.3571785893
1539	0.1724827631	0.3369101217	0.3571285643
1540	0.1724791921	0.3368350842	0.3571535768
1541	0.1724736476	0.3365432716	0.3571785893
1542	0.1724690802	0.3365682841	0.3571785893
1543	0.1724651607	0.3368184092	0.3573286643
1544	0.1724626195	0.3370018343	0.3573036518
1545	0.1724590588	0.3369267967	0.3572536268
1546	0.1724546884	0.3369267967	0.3573286643
1547	0.1724517949	0.3371769218	0.3573286643
1548	0.1724479762	0.3371769218	0.3572786393
1549	0.1724435913	0.3372019343	0.3573536768
1550	0.1724403316	0.3372269468	0.3573286643
1551	0.1724363999	0.3369518092	0.3573286643
1552	0.1724309982	0.3366766717	0.3576038019
1553	0.1724258047	0.3367767217	0.3576788394
1554	0.1724219584	0.3367767217	0.357803902
1555	0.1724169748	0.3368017342	0.3576788394
1556	0.1724131415	0.3370518593	0.3576288144
1557	0.1724095225	0.3370268468	0.3577038519
1558	0.1724064752	0.3370268468	0.3576038019
1559	0.1724020238	0.3371519093	0.3577288644
1560	0.1723978575	0.3372602968	0.3576538269
1561	0.1723938013	0.3372352843	0.3578789395
1562	0.1723878289	0.3369851592	0.3579289645
1563	0.1723854787	0.3369601467	0.357853927
1564	0.1723824894	0.3372352843	0.358004002
1565	0.1723795948	0.3368851092	0.357953977
1566	0.1723743203	0.3369851592	0.3580790395
1567	0.1723713018	0.3370852093	0.358054027
1568	0.1723687875	0.3370852093	0.3581290645
1569	0.1723662397	0.3370852093	0.358104052
1570	0.1723612051	0.3370852093	0.3581790895
1571	0.1723570157	0.3370852093	0.3581790895
1572	0.1723530228	0.3371018843	0.3583541771
1573	0.1723494713	0.3371519093	0.3583791896
1574	0.1723452248	0.3370935468	0.3584792396
1575	0.1723420192	0.3369768217	0.3585042521
1576	0.1723407981	0.3369768217	0.3585042521
1577	0.1723387768	0.3368267467	0.3584542271
1578	0.1723339713	0.3364765716	0.3583291646
1579	0.1723302576	0.3366433217	0.3584542271
1580	0.17232708	0.3366183092	0.3583041521
1581	0.1723268223	0.3366183092	0.3583041521
1582	0.1723231474	0.3369351342	0.3583041521
1583	0.1723185879	0.3369768217	0.3584042021
1584	0.1723148341	0.3371185593	0.3585292646
1585	0.1723128814	0.3369101217	0.3583291646
1586	0.1723070992	0.3369267967	0.3584292146
1587	0.1723038741	0.3369684842	0.3583791896
1588	0.1723010965	0.3370768718	0.3583791896
1589	0.172299112	0.3370435218	0.3582291146
1590	0.1722957763	0.3370435218	0.3581790895
1591	0.172292715	0.3374437219	0.3582041021
1592	0.1722879456	0.3374437219	0.3582791396
1593	0.1722836461	0.3376104719	0.3583791896
1594	0.1722805061	0.3373436718	0.3582791396
1595	0.1722770678	0.3377355344	0.3584292146
1596	0.1722735557	0.3377522094	0.3585042521
1597	0.1722710962	0.3376354844	0.3584292146
1598	0.1722664149	0.3375771219	0.3585292646
1599	0.1722621846	0.3377021844	0.3585542771
1600	0.1722585746	0.3378022345	0.3586293147
1601	0.1722536085	0.3376604969	0.3586293147
1602	0.172249372	0.3375937969	0.3586543272
1603	0.1722466053	0.3373436718	0.3585292646
1604	0.1722430181	0.3373436718	0.3586043022
1605	0.1722391761	0.3372186093	0.3585792896
1606	0.1722340874	0.3371185593	0.3584542271
1607	0.1722293493	0.3373269968	0.3584542271
1608	0.1722243359	0.3373269968	0.3584792396
1609	0.1722201116	0.3373269968	0.3585542771
1610	0.1722155927	0.3375771219	0.3586043022
1611	0.1722120623	0.3379523095	0.3585292646
1612	0.172211701	0.3379523095	0.3585292646
1613	0.1722079713	0.337993997	0.3586543272
1614	0.1722049529	0.3379523095	0.3587043522
1615	0.1722000321	0.3379523095	0.3586543272
1616	0.1721957192	0.337993997	0.3586293147
1617	0.1721931101	0.338010672	0.3586543272
1618	0.1721930052	0.338010672	0.3586543272
1619	0.1721862703	0.3378522595	0.3587293647
1620	0.1721827473	0.3381023845	0.3586793397
1621	0.1721795213	0.3381857595	0.3586793397
1622	0.1721736332	0.3381857595	0.3588044022
1623	0.172168933	0.3382274471	0.3587543772
1624	0.1721647329	0.3382691346	0.3589044522
1625	0.1721611235	0.3383775221	0.3588544272
1626	0.1721574618	0.3382941471	0.3587793897
1627	0.1721553242	0.3382941471	0.3587793897
1628	0.1721508693	0.3386609972	0.3587293647
1629	0.1721478367	0.3386193097	0.3589294647
1630	0.1721431192	0.3384525596	0.3592796398
1631	0.172139153	0.3384108721	0.3593046523
1632	0.1721357523	0.3386609972	0.3592796398
1633	0.1721320605	0.3381023845	0.3593796898
1634	0.1721273941	0.3385526096	0.3594797399
1635	0.1721227525	0.3386526597	0.3595547774
1636	0.1721172037	0.3387527097	0.3595797899
1637	0.1721131825	0.3386276472	0.3597048524
1638	0.1721099728	0.3386693347	0.359829915
1639	0.1721093934	0.3386693347	0.3597798899
1640	0.1721053081	0.3385692846	0.359829915
1641	0.1721011945	0.3388194097	0.3599549775
1642	0.1720976932	0.3386943472	0.35997999
1643	0.172093704	0.3387193597	0.3599549775
1644	0.1720901783	0.3387193597	0.3600050025
1645	0.1720864621	0.3385942971	0.35987994
1646	0.1720805692	0.3388610972	0.36008004
1647	0.172075787	0.3390028348	0.35997999
1648	0.1720713791	0.3389444722	0.3600550275
1649	0.1720677675	0.3389861597	0.36008004
1650	0.1720639477	0.3389694847	0.3601550775
1651	0.1720609085	0.3389861597	0.360130065
1652	0.1720566258	0.3388861097	0.3601050525
1653	0.172052176	0.3388444222	0.3601050525
1654	0.1720464197	0.3389277972	0.3601550775
1655	0.1720438514	0.3390278473	0.3602801401
1656	0.1720402257	0.3386609972	0.3602301151
1657	0.1720374924	0.3386860097	0.3603301651
1658	0.1720357357	0.3386860097	0.3604052026
1659	0.1720326922	0.3390611973	0.3605052526
1660	0.1720292415	0.3390611973	0.3605052526
1661	0.172026084	0.3391612473	0.3607053527
1662	0.1720211877	0.3394947474	0.3605552776
1663	0.1720182503	0.3392696348	0.3605052526
1664	0.1720143921	0.3390778723	0.3606553277
1665	0.1720115449	0.3395781224	0.3606803402
1666	0.1720087363	0.3395781224	0.3607303652
1667	0.1720028967	0.3390778723	0.3607053527
1668	0.1719986533	0.3394530599	0.3606803402
1669	0.1719929838	0.3393863598	0.3606553277
1670	0.1719896357	0.3392362848	0.3608304152
1671	0.1719867043	0.3394447224	0.3606803402
1672	0.1719812721	0.3397198599	0.3606303152
1673	0.1719776176	0.3402784726	0.3605052526
1674	0.1719739729	0.3399449725	0.3606303152
1675	0.1719726994	0.3399449725	0.3607303652
1676	0.1719680322	0.3398449225	0.3607803902
1677	0.1719638448	0.3399449725	0.3608554277
1678	0.1719598392	0.3399449725	0.3607803902
1679	0.1719559884	0.3399449725	0.3608304152
1680	0.1719525703	0.3397615474	0.3608804402
1681	0.1719486232	0.3395114224	0.3606553277
1682	0.1719453354	0.3395947974	0.3606553277
1683	0.1719426229	0.3396364849	0.3606553277
1684	0.1719404238	0.3396364849	0.3607053527
1685	0.1719371616	0.3397365349	0.3609054527
1686	0.1719343008	0.3397365349	0.3609304652
1687	0.1719297248	0.3397365349	0.3609054527
1688	0.1719280922	0.3397365349	0.3609304652
1689	0.1719244016	0.3399616475	0.3610805403
1690	0.1719200737	0.3405452726	0.3611555778
1691	0.1719178401	0.3402534601	0.3611555778
1692	0.1719146042	0.340103385	0.3612056028
1693	0.1719077985	0.340103385	0.3612056028
1694	0.1719048889	0.3398782725	0.3612556278
1695	0.1719017368	0.3397365349	0.3611555778
1696	0.1718995508	0.33998666	0.3611055528
1697	0.1718978655	0.33998666	0.3611555778
1698	0.1718918194	0.3396281474	0.3611305653
1699	0.1718868531	0.3396865099	0.3612056028
1700	0.1718833176	0.3394363849	0.3612056028
1701	0.1718811865	0.3394363849	0.3612056028
1702	0.1718769306	0.3397031849	0.3613056528
1703	0.1718713564	0.3395280974	0.3613806903
1704	0.1718678852	0.3394864099	0.3612806403
1705	0.1718646283	0.3393029848	0.3611555778
1706	0.1718593198	0.3393613473	0.3613806903
1707	0.1718563292	0.3393613473	0.3614557279
1708	0.1718524077	0.3395864599	0.3611805903
1709	0.1718485664	0.3393363348	0.3612056028
1710	0.1718445781	0.3393780223	0.3612306153
1711	0.1718395744	0.3397532099	0.3612056028
1712	0.1718364008	0.3397532099	0.3612306153
1713	0.171832322	0.3394030349	0.3612056028
1714	0.1718311168	0.3393029848	0.3612306153
1715	0.1718267274	0.34005336	0.3612806403
1716	0.1718222956	0.3403034851	0.3611055528
1717	0.1718212426	0.3403034851	0.3611055528
1718	0.1718177509	0.3403618476	0.3610805403
1719	0.1718143803	0.3406286477	0.3611305653
1720	0.1718096467	0.3403618476	0.3612056028
1721	0.1718049102	0.3402034351	0.3610805403
1722	0.1718015542	0.3401784225	0.3611555778
1723	0.1717976203	0.3406786727	0.3611805903
1724	0.1717958128	0.3407787227	0.3612056028
1725	0.171792679	0.3406536602	0.3611555778
1726	0.1717905679	0.3406536602	0.3611805903
1727	0.1717902998	0.3406536602	0.3611805903
1728	0.1717881477	0.3404035351	0.3611055528
1729	0.1717841814	0.3404869101	0.3611055528
1730	0.1717806493	0.3406286477	0.3611055528
1731	0.171777752	0.3404035351	0.3611555778
1732	0.171774003	0.3404452226	0.3611805903
1733	0.1717715177	0.3404452226	0.3613056528
1734	0.171768315	0.3407537102	0.3613556778
1735	0.1717639047	0.3407537102	0.3614557279
1736	0.171759656	0.3411288978	0.3615807904
1737	0.171757051	0.3411288978	0.3616308154
1738	0.1717542082	0.3412539603	0.3617308654
1739	0.1717486025	0.3408537602	0.3617308654
1740	0.1717447142	0.3405702851	0.3617808904
1741	0.1717400749	0.3408204102	0.3617558779
1742	0.1717376669	0.3406286477	0.3617808904
1743	0.171733491	0.3405536101	0.3616308154
1744	0.1717307147	0.3404285476	0.3616058029
1745	0.1717256116	0.3404285476	0.3616308154
1746	0.1717227937	0.3404285476	0.3616558279
1747	0.1717195165	0.3402201101	0.3617058529
1748	0.1717137887	0.3405702851	0.3618309155
1749	0.1717088102	0.3405702851	0.3617808904
1750	0.1717052193	0.3407787227	0.3617808904
1751	0.171705157	0.3407787227	0.3617808904
1752	0.1717004439	0.3406786727	0.3617058529
1753	0.1716958719	0.3406786727	0.361805903
1754	0.1716943761	0.3406786727	0.361805903
1755	0.1716903191	0.3408287477	0.361955978
1756	0.1716858983	0.3408037352	0.361855928
1757	0.1716814256	0.3412122728	0.362106053
1758	0.1716768039	0.3410872103	0.362056028
1759	0.1716721723	0.3410955478	0.362106053
1760	0.1716704344	0.3410955478	0.362106053
1761	0.1716663878	0.3411205603	0.362156078
1762	0.1716619585	0.3411789228	0.3620310155
1763	0.1716603682	0.3412789728	0.3620310155
1764	0.1716564072	0.3412789728	0.362106053
1765	0.1716530012	0.3412539603	0.362156078
1766	0.1716502859	0.3412539603	0.3622061031
1767	0.171647706	0.3412539603	0.3623311656
1768	0.1716473176	0.3412539603	0.3623311656
1769	0.1716455523	0.3412539603	0.3623561781
1770	0.171643091	0.3412539603	0.3623561781
1771	0.1716392162	0.3413540103	0.3624562281
1772	0.1716354701	0.3412289478	0.3625062531
1773	0.1716306747	0.3413540103	0.3624312156
1774	0.1716258159	0.3413540103	0.3625062531
1775	0.1716236836	0.3413540103	0.3625562781
1776	0.1716211049	0.3413540103	0.3625562781
1777	0.1716205089	0.3413540103	0.3625562781
1778	0.1716163649	0.3413540103	0.3626063032
1779	0.171613366	0.3416291479	0.3626313157
1780	0.1716094731	0.3416708354	0.3626313157
1781	0.1716069127	0.3416708354	0.3626313157
1782	0.1716028032	0.3417125229	0.3625812906
1783	0.1716020697	0.3417125229	0.3625812906
1784	0.1716002936	0.3417125229	0.3625812906
1785	0.171597752	0.341962648	0.3625062531
